PRA,Crime Count,Lat,Lon,Mean Pixel Values,Median Pixel Values,Gray_ratio
685,12,38.9876857825,-77.09943369749999,119.3157894736842,123.0,3.3764478764478763
686,1,38.96913561,-77.14007296,48.05977011494253,44.0,0.0357195937577409
687,-1,-1.0,1.0,64.49819494584838,64.0,0.07271089762833984
688,48,39.153657473125,-77.29069802395833,95.56424581005587,95.0,1.0646121660766013
689,1,39.1625325,-77.38694958,67.52789115646259,63.0,0.27565025187622083
690,9,39.162316781111116,-77.41223584333332,75.32073544433095,78.0,0.30136067627905333
691,1,39.12896666,-77.3840302,83.33449758194519,88.0,0.5454382389724017
692,51,39.101046860000004,-77.16082972176471,86.3157894736842,77.0,0.5208655332302936
693,5,39.09457159,-77.16112980999999,67.16129032258064,58.0,0.2587666263603386
694,57,39.03705025421053,-77.10370591982456,86.85897435897436,84.0,0.32808416100365917
695,11,39.034692071818185,-77.0928322590909,54.597345132743364,51.0,0.08589280999735985
696,9,39.03063189222222,-77.07889207666666,52.15625,53.0,0.0
697,30,39.01786432366668,-77.07270780733334,57.8110599078341,57.0,0.04506831056314562
698,8,39.147636883749996,-77.15071252125,80.3970588235294,72.0,0.2628782628782629
699,24,39.14815776166667,-77.14535982958333,85.95505617977528,80.0,0.7533807013522805
700,20,39.145488661,-77.13810768,60.14782608695652,60.0,0.03955634374342481
701,559,39.19834858436495,-77.24670863372094,114.88706739526411,104.0,2.152389044382247
702,976,39.181689535891394,-77.2668890567828,124.56853932584269,118.0,4.483800761735173
703,18,39.101170307222226,-76.96247607444445,62.90468497576737,62.0,0.03065113816834304
704,-1,-1.0,1.0,62.73684210526316,66.0,0.0
705,2,39.21893869,-77.37777918,80.6774193548387,82.0,0.0911867364746946
706,1,39.22145187,-77.38289425,62.704301075268816,60.0,0.041199839307235635
707,6,39.221247561666665,-77.37726663666668,64.51388888888889,63.0,0.024029982363315695
708,10,39.213365539,-77.265258116,82.50673854447439,82.0,0.46396288679515996
709,4,39.0820156425,-77.3262769975,61.81282798833819,53.0,0.20007924378785305
710,5,39.124279176,-77.322482798,57.66756032171582,54.0,0.0888382687927107
711,7,39.11661104428572,-77.30909081285714,51.30064516129032,45.0,0.0
712,4,39.122875365,-77.2686052825,57.2192118226601,54.0,0.019037592665701628
713,-1,-1.0,1.0,79.06567164179104,77.0,0.3294684535461527
714,163,39.188430748036815,-77.17438541233129,68.7431693989071,67.0,0.10620149926355822
715,21,39.175039511904764,-77.19105552476191,80.32584269662921,81.0,0.1500965250965251
716,28,39.170245858214294,-77.1214548367857,66.4924506387921,65.0,0.19617224880382775
717,4,39.228113074999996,-77.33550636,71.49334105385061,73.0,0.29400729437410916
718,5,39.181009398,-77.30495741600001,60.18213058419244,52.0,0.21440954164066292
719,49,39.183894453469385,-77.17752728734693,80.64980544747081,84.0,0.2634562633343493
720,12,39.17224376749999,-77.17822413333333,122.16431924882629,113.0,3.2769559500328733
721,262,39.10112570217557,-77.19738012538167,129.24024024024024,124.0,6.158516300731869
723,6,39.17629385666667,-77.40395119666665,75.48684210526316,78.0,0.2136057638465463
724,24,39.160539310833336,-77.11787899166666,64.81053698074975,64.0,0.08837240956885697
725,242,39.11190776157025,-77.23521081541324,96.23076923076923,91.0,1.4371712448860317
726,-1,-1.0,1.0,71.94904458598727,72.0,0.16525685991334846
727,-1,-1.0,1.0,66.45891472868217,66.0,0.035810941426638314
728,-1,-1.0,1.0,62.86363636363637,53.0,0.0932806324110672
729,-1,-1.0,1.0,62.3,61.5,0.0
730,-1,-1.0,1.0,144.42857142857142,147.0,8.28297161936561
731,-1,-1.0,1.0,109.70588235294117,110.0,3.010752688172043
732,-1,-1.0,1.0,91.0,84.0,0.9956140350877193
733,-1,-1.0,1.0,94.6,95.0,0.8157389635316699
734,-1,-1.0,1.0,102.85714285714286,96.0,1.4201680672268908
735,-1,-1.0,1.0,193.67816091954023,197.0,inf
736,-1,-1.0,1.0,45.72826086956522,39.0,0.05597389558232932
737,-1,-1.0,1.0,49.61224489795919,43.0,0.09627959413754228
738,-1,-1.0,1.0,39.51754385964912,40.0,0.0
739,-1,-1.0,1.0,43.403225806451616,39.0,0.13019739605207895
740,-1,-1.0,1.0,168.15686274509804,168.0,35.03361344537815
741,-1,-1.0,1.0,214.0,214.0,inf
742,-1,-1.0,1.0,136.25,132.5,inf
743,-1,-1.0,1.0,101.55405405405405,98.0,1.4032619123760792
744,-1,-1.0,1.0,183.78378378378378,189.0,75.40449438202248
745,-1,-1.0,1.0,190.5,186.0,inf
746,-1,-1.0,1.0,110.28571428571429,113.0,4.078947368421052
747,-1,-1.0,1.0,182.0,188.0,inf
748,-1,-1.0,1.0,172.0,191.0,inf
749,-1,-1.0,1.0,126.1025641025641,121.0,9.737991266375547
750,-1,-1.0,1.0,94.0,93.5,1.2117647058823529
751,-1,-1.0,1.0,96.49009900990099,95.0,0.8115154049909382
752,-1,-1.0,1.0,123.3157894736842,114.0,3.1231852177738673
753,-1,-1.0,1.0,75.86516853932584,75.0,0.14498897744615907
754,-1,-1.0,1.0,151.74269005847952,164.0,15.03708281829419
755,-1,-1.0,1.0,101.75,101.5,2.138817480719794
756,-1,-1.0,1.0,160.71428571428572,164.0,14.306122448979592
757,-1,-1.0,1.0,203.625,203.0,inf
758,-1,-1.0,1.0,102.6103896103896,97.0,1.6620619946091644
759,-1,-1.0,1.0,102.875,103.0,2.6096491228070176
760,-1,-1.0,1.0,104.11764705882354,99.0,1.1325301204819278
761,-1,-1.0,1.0,88.37142857142857,76.0,0.7022564667033572
762,-1,-1.0,1.0,173.5,171.5,inf
763,-1,-1.0,1.0,89.17647058823529,92.0,0.28148774302620455
764,-1,-1.0,1.0,92.1,92.5,1.0087241003271539
765,-1,-1.0,1.0,57.5,50.0,0.3734076433121019
766,-1,-1.0,1.0,82.83221476510067,80.0,0.4887816646562123
767,-1,-1.0,1.0,69.32894736842105,74.0,0.3001850709438618
768,-1,-1.0,1.0,71.90625,70.5,0.04686078252957234
769,-1,-1.0,1.0,109.8,103.0,2.0842696629213484
770,-1,-1.0,1.0,86.0,86.0,0.0
771,-1,-1.0,1.0,61.93617021276596,57.0,0.143811394891945
772,-1,-1.0,1.0,118.22222222222223,112.0,3.4149377593360994
773,-1,-1.0,1.0,52.01754385964912,49.5,0.020127300877343886
774,-1,-1.0,1.0,154.0,152.5,inf
800,67,38.983429534328366,-77.02057433104477,83.31904761904762,71.5,0.8088493745477101
801,123,38.975850874878056,-77.0133623917886,56.069148936170215,48.0,0.3120487926313169
802,134,38.97075754761194,-77.00456900970148,75.54729729729729,72.0,0.2950715237157584
803,154,38.99207299532467,-77.00387385818182,48.47933884297521,42.0,0.09891345073061071
804,218,38.98244441426606,-77.01314664761469,70.51372549019608,65.0,0.40520475148483903
805,168,38.98348773232142,-76.99922500690475,78.6054054054054,64.0,0.7760136785539814
806,107,38.9878031382243,-76.9909559742056,93.55944055944056,92.0,1.444545952859492
807,289,38.98598973439446,-76.98828363435986,123.08527131782945,141.0,5.270932069510269
808,174,38.976372333390806,-76.99496299011494,57.81159420289855,57.5,0.06686279753944906
